gas,brake,rpm,steer,speed,g_force_x,g_force_y,g_force_z,wheel_slip_front_left,wheel_slip_front_right,wheel_slip_rear_left,wheel_slip_rear_right,pressure_front_left,pressure_front_right,pressure_rear_left,pressure_rear_right,tyre_temp_front_left,tyre_temp_front_right,tyre_temp_rear_left,tyre_temp_rear_right,air_temp,road_temp,yaw_rate,current_time_str,normalized_car_position,wind_speed,wind_direction,result
0.6215000152587891,0.0,2579,0.0868852436542511,5.058919429779053,0.2720460295677185,-0.00699445977807045,-0.003335589077323675,0.08085659146308899,0.05054710432887077,0.09631862491369247,0.23611095547676086,26.263164520263672,26.263164520263672,26.263164520263672,26.263164520263672,80.0,80.0,80.0,80.0,0.0,0.0,-0.013528763316571712,14:50:400,0.0006428038468584418,0.0,0.0,neutral
0.6366499662399292,0.0,2581,0.08754097670316696,6.181917190551758,0.2777615189552307,-0.00726351561024785,-0.0029185626190155745,0.09759865701198578,0.05661168694496155,0.08969249576330185,0.24103830754756927,26.263164520263672,26.263164520263672,26.263164520263672,26.263164520263672,80.0,80.0,80.0,80.0,0.0,0.0,-0.01783239282667637,14:50:520,0.0006799280527047813,0.0,0.0,neutral
0.7135499715805054,0.0,2589,0.09098359942436218,7.453820705413818,0.3165278732776642,-0.014746802859008312,-0.0026395765598863363,0.10335477441549301,0.059955257922410965,0.09844189882278442,0.2582690417766571,26.26316261291504,26.26316261291504,26.26316261291504,26.26316261291504,80.0,80.0,80.0,80.0,0.0,0.0,-0.021289126947522163,14:50:640,0.0007254499942064285,0.0,0.0,neutral
0.8148999810218811,0.0,2601,0.0986885204911232,8.994924545288086,0.3894136846065521,-0.016865242272615433,-0.005575408227741718,0.10698578506708145,0.06091253086924553,0.11690089851617813,0.2929324507713318,26.26316261291504,26.26316261291504,26.26316261291504,26.26316261291504,80.0,80.0,80.0,80.0,0.0,0.0,-0.029075024649500847,14:50:760,0.0007789863739162683,0.0,0.0,neutral
0.8405500054359436,0.0,2605,0.09672130644321442,10.757850646972656,0.4104836583137512,-0.01458035409450531,0.0002773619198706001,0.10703402757644653,0.06463684141635895,0.1202407106757164,0.3029996454715729,26.26185417175293,26.26186180114746,26.26225471496582,26.262250900268555,79.9886474609375,79.98871612548828,79.99217224121094,79.9920883178711,0.0,0.0,-0.03416842594742775,14:50:901,0.0008568866178393364,0.0,0.0,neutral
0.8351500034332275,0.0,2604,0.08459015935659409,12.540971755981445,0.409027099609375,-0.008448939770460129,-0.005485005676746368,0.1042892336845398,0.06798261404037476,0.12351798266172409,0.29298242926597595,26.258697509765625,26.258705139160156,26.260086059570312,26.26006317138672,79.96143341064453,79.96150207519531,79.97340393066406,79.97323608398438,0.0,0.0,-0.03448692709207535,14:51:021,0.0009373514913022518,0.0,0.0,neutral
0.8265999555587769,0.0,2604,0.06901638954877853,14.301199913024902,0.40222230553627014,-0.007042433600872755,-0.004490703344345093,0.09751684218645096,0.06856339424848557,0.13395196199417114,0.2749779224395752,26.25555419921875,26.25558090209961,26.257911682128906,26.257892608642578,79.93428802490234,79.93450927734375,79.95463562011719,79.9544677734375,0.0,0.0,-0.03199504315853119,14:51:141,0.0010291835060343146,0.0,0.0,neutral
0.8334499597549438,0.0,2605,0.057868845760822296,16.05547332763672,0.40573903918266296,-0.012958412989974022,0.0059665497392416,0.09444153308868408,0.07052407413721085,0.14709852635860443,0.2615523934364319,26.252437591552734,26.252464294433594,26.255775451660156,26.2557373046875,79.90738677978516,79.90760803222656,79.93617248535156,79.93586730957031,0.0,0.0,-0.030115248635411263,14:51:261,0.0011322337668389082,0.0,0.0,neutral
0.8451499938964844,0.0,2607,0.05327868461608887,17.84650421142578,0.41622069478034973,-0.017596131190657616,-0.006012469995766878,0.09609590470790863,0.07213259488344193,0.1583855003118515,0.2582836151123047,26.249343872070312,26.249366760253906,26.25363540649414,26.253597259521484,79.88066101074219,79.880859375,79.91771697998047,79.91741180419922,0.0,0.0,-0.031127601861953735,14:51:381,0.0012472961097955704,0.0,0.0,neutral
0.8725500106811523,0.0,2611,0.05278687924146652,19.689992904663086,0.431631475687027,-0.028430981561541557,0.023371631279587746,0.09631963819265366,0.07558295875787735,0.16544687747955322,0.26042410731315613,26.246273040771484,26.246288299560547,26.251522064208984,26.251483917236328,79.85416412353516,79.8542709350586,79.89946746826172,79.89913177490234,0.0,0.0,-0.03383500501513481,14:51:501,0.0013734077801927924,0.0,0.0,neutral
