gas,brake,rpm,steer,speed,g_force_x,g_force_y,g_force_z,wheel_slip_front_left,wheel_slip_front_right,wheel_slip_rear_left,wheel_slip_rear_right,pressure_front_left,pressure_front_right,pressure_rear_left,pressure_rear_right,tyre_temp_front_left,tyre_temp_front_right,tyre_temp_rear_left,tyre_temp_rear_right,air_temp,road_temp,yaw_rate,current_time_str,normalized_car_position,wind_speed,wind_direction,result
0.9035500288009644,0.0,4510,0.0354098342359066,49.61388397216797,0.8704471588134766,-0.08192053437232971,0.021034257486462593,0.10062235593795776,0.07104432582855225,0.43395042419433594,0.4952846169471741,23.669864654541016,23.669925689697266,23.68669891357422,23.686920166015625,79.39128875732422,79.39187622070312,79.5462646484375,79.54827117919922,18.0,25.0,-0.05928906425833702,0:15:534,0.00415981886908412,0.0,0.0,neutral
0.9013500213623047,0.0,4983,0.03229508176445961,53.717308044433594,1.049677848815918,-0.08312756568193436,0.014525547623634338,0.09834841638803482,0.07203150540590286,0.6434836983680725,0.7035613656044006,23.666290283203125,23.66635513305664,23.683868408203125,23.684093475341797,79.35844421386719,79.3590316772461,79.52022552490234,79.52227020263672,18.0,25.0,-0.06179392710328102,0:15:654,0.0045110201463103294,0.0,0.0,neutral
0.8969500064849854,0.0,5589,0.030655736103653908,58.24801254272461,1.1001219749450684,-0.10202335566282272,0.07689084112644196,0.0972803384065628,0.07010691612958908,1.0040878057479858,1.0691231489181519,23.662721633911133,23.66278648376465,23.681123733520508,23.681318283081055,79.32559967041016,79.32618713378906,79.49495697021484,79.49675750732422,18.0,25.0,-0.07116846740245819,0:15:774,0.004890303127467632,0.0,0.0,neutral
0.8981499671936035,0.0,6309,0.030327867716550827,62.90425109863281,0.856041669845581,-0.1050625815987587,-0.06835497170686722,0.10487979650497437,0.05972868204116821,1.4318535327911377,1.504284381866455,23.65915298461914,23.65921401977539,23.678462982177734,23.678607940673828,79.29275512695312,79.29334259033203,79.4704818725586,79.47186279296875,18.0,25.0,-0.08141680061817169,0:15:912,0.005366685334593058,0.0,0.0,neutral
0.8981499671936035,0.0,6887,0.025901637971401215,67.8453140258789,1.016890287399292,-0.14251859486103058,-0.07313504070043564,0.103460393846035,0.05248847231268883,1.6156079769134521,1.694896936416626,23.655494689941406,23.655555725097656,23.675884246826172,23.67597198486328,79.25910949707031,79.25969696044922,79.44679260253906,79.44760131835938,18.0,25.0,-0.09949993342161179,0:16:035,0.005824750754982233,0.0,0.0,neutral
0.8761999607086182,0.0,7724,0.010819671675562859,72.45416259765625,1.1343899965286255,-0.1461244374513626,0.08150918036699295,0.09160612523555756,0.06540098786354065,2.223588228225708,2.314060688018799,23.651973724365234,23.651981353759766,23.673507690429688,23.67357635498047,79.22674560546875,79.22685241699219,79.4249496459961,79.42560577392578,18.0,25.0,-0.11186845600605011,0:16:155,0.00630289176478982,0.0,0.0,neutral
0.8046499490737915,0.0,8357,-0.011967211961746216,76.83138275146484,1.0971623659133911,-0.10110731422901154,-0.02237696945667267,0.07568474858999252,0.07703675329685211,2.530111312866211,2.5641930103302,23.64853286743164,23.64849853515625,23.671710968017578,23.671985626220703,79.1950912475586,79.19480895996094,79.40845489501953,79.4109878540039,18.0,25.0,-0.05043187737464905,0:16:275,0.006811426021158695,0.0,0.0,neutral
0.8205000162124634,0.0,8734,-0.004426229279488325,81.5478515625,0.9970782399177551,-0.11168722808361053,-0.11616542935371399,0.09499163925647736,0.05372559651732445,2.3259754180908203,2.344722032546997,23.644996643066406,23.644912719726562,23.670528411865234,23.67081069946289,79.16260528564453,79.16179656982422,79.39762115478516,79.40019226074219,18.0,25.0,-0.028372013941407204,0:16:395,0.007388622034341097,0.0,0.0,neutral
0.8261500000953674,0.0,8342,0.005245901178568602,86.24056243896484,1.2355698347091675,-0.19241517782211304,0.10708261281251907,0.09844960272312164,0.05049726366996765,1.1472864151000977,1.174689769744873,23.64161491394043,23.641489028930664,23.66950798034668,23.66971778869629,79.13151550292969,79.13032531738281,79.38824462890625,79.39015197753906,18.0,25.0,-0.05646016076207161,0:16:515,0.007938188500702381,0.0,0.0,neutral
0.8287999629974365,0.0,8808,0.003278688294813037,91.1485595703125,1.1875933408737183,-0.16361083090305328,0.0761011615395546,0.09330956637859344,0.057964667677879333,1.1478065252304077,1.1742464303970337,23.63797378540039,23.637821197509766,23.66849136352539,23.66857147216797,79.09803009033203,79.09664916992188,79.37891387939453,79.3796615600586,18.0,25.0,-0.05549195781350136,0:16:653,0.008577462285757065,0.0,0.0,neutral
